,02 성별,06_나이_반올림,001_오른쪽어깨경사각,002_왼쪽어깨경사각,003_키,005_목뒤높이,017_샅높이,031_몸무게,037_목둘레,038_목밑둘레,039_가슴둘레,040_젖가슴둘레,042_허리둘레,043_배꼽수준허리둘레,044_배둘레,045_엉덩이둘레,052_총길이,054_어깨사이길이,055_어깨가쪽사이길이,063_위팔길이,064_팔길이,065_팔안쪽길이,069_다리가쪽길이,111_머리둘레,121_넙다리둘레,122_넙다리중간둘레,123_무릎둘레,125_장딴지둘레,130_위팔둘레,131_팔꿈치둘레
3495,남,29,22.0,24.0,"1,688","1,415",754.0,57.4,410.0,413.0,878,841,750,783,783,862,"1,463",450.0,412.0,349.0,569.0,440.0,"1,031",562.0,496.0,456.0,347.0,341.0,294.0,285.0
3496,남,21,24.0,22.0,"1,625","1,375",749.0,68.6,383.0,390.0,934,895,815,829,844,941,"1,404",445.0,399.0,323.0,565.0,500.0,"1,003",585.0,618.0,580.0,366.0,392.0,310.0,310.0
3497,남,47,14.0,20.0,"1,825","1,547",842.0,89.2,424.0,449.0,"1,021","1,016",957,954,971,"1,012","1,576",444.0,406.0,386.0,649.0,501.0,"1,121",569.0,600.0,570.0,391.0,406.0,337.0,317.0
3501,남,47,19.0,18.0,"1,737","1,471",750.0,101.0,445.0,471.0,"1,129","1,036",985,957,979,"1,076","1,472",440.0,395.0,336.0,589.0,466.0,"1,032",611.0,662.0,585.0,391.0,444.0,396.0,336.0
3509,남,48,22.0,28.0,"1,759","1,497",798.0,77.8,435.0,449.0,"1,000",971,875,906,903,955,"1,516",455.0,410.0,365.0,605.0,459.0,"1,057",586.0,575.0,498.0,370.0,384.0,320.0,290.0
3563,남,20,16.0,16.0,"1,827","1,573",819.0,97.1,409.0,431.0,"1,041",995,991,"1,051","1,024","1,058","1,595",445.0,445.0,360.0,621.0,514.0,"1,126",592.0,657.0,605.0,416.0,441.0,359.0,294.0
3670,남,27,30.0,30.0,"1,691","1,435",737.0,79.5,397.0,425.0,"1,034",956,884,905,915,973,"1,459",460.0,455.0,325.0,577.0,479.0,"1,016",598.0,594.0,548.0,390.0,386.0,318.0,268.0
3671,남,40,23.0,20.0,"1,828","1,560",853.0,84.6,381.0,410.0,"1,026","1,001",931,962,982,995,"1,583",430.0,440.0,345.0,632.0,516.0,"1,132",552.0,595.0,504.0,376.0,326.0,320.0,256.0
3672,남,42,16.0,20.0,"1,698","1,440",753.0,67.4,373.0,389.0,906,872,819,927,932,946,"1,454",380.0,406.0,315.0,546.0,456.0,"1,015",565.0,551.0,479.0,371.0,373.0,325.0,262.0
3673,남,45,30.0,17.0,"1,729","1,459",769.0,78.6,390.0,425.0,998,964,870,878,859,952,"1,466",429.0,433.0,320.0,573.0,483.0,"1,013",583.0,604.0,564.0,374.0,404.0,363.0,288.0
3675,남,43,18.0,15.0,"1,533","1,290",667.0,51.1,385.0,400.0,890,843,761,766,779,866,"1,304",392.0,369.0,289.0,495.0,419.0,920,546.0,500.0,431.0,313.0,341.0,288.0,240.0
3676,남,45,20.0,28.0,"1,628","1,388",714.0,73.8,381.0,419.0,979,979,898,891,828,956,"1,402",457.0,444.0,320.0,550.0,446.0,970,568.0,579.0,516.0,348.0,384.0,322.0,272.0
3686,남,41,24.0,13.0,"1,680","1,423",695.0,75.8,406.0,420.0,"1,014",985,880,902,896,991,"1,430",398.0,409.0,319.0,540.0,454.0,976,570.0,596.0,543.0,368.0,377.0,355.0,295.0
3687,남,41,16.0,15.0,"1,708","1,460",754.0,75.3,411.0,422.0,985,906,861,867,866,922,"1,469",392.0,389.0,334.0,574.0,500.0,"1,012",596.0,579.0,541.0,360.0,382.0,334.0,284.0
3689,남,49,17.0,15.0,"1,680","1,410",740.0,67.0,377.0,385.0,928,891,818,822,818,929,"1,427",368.0,360.0,314.0,542.0,462.0,"1,002",571.0,560.0,511.0,356.0,386.0,323.0,264.0
3690,남,40,20.0,20.0,"1,696","1,457",756.0,70.3,368.0,395.0,985,947,860,865,850,944,"1,466",405.0,421.0,320.0,555.0,495.0,"1,030",552.0,570.0,510.0,351.0,366.0,338.0,264.0
3691,남,47,12.0,12.0,"1,688","1,421",744.0,69.4,365.0,385.0,954,927,790,821,829,952,"1,435",412.0,382.0,327.0,554.0,482.0,"1,015",570.0,553.0,512.0,372.0,402.0,318.0,283.0
3695,남,44,28.0,28.0,"1,663","1,409",772.0,62.0,395.0,400.0,995,881,771,775,775,872,"1,421",446.0,427.0,340.0,574.0,483.0,"1,014",558.0,515.0,475.0,343.0,328.0,336.0,260.0
3698,남,42,18.0,24.0,"1,789","1,535",786.0,77.0,386.0,453.0,994,935,821,845,848,965,"1,554",465.0,437.0,344.0,588.0,495.0,"1,067",584.0,578.0,531.0,363.0,388.0,327.0,265.0
3699,남,45,23.0,26.0,"1,629","1,352",713.0,53.1,340.0,380.0,843,775,760,770,775,863,"1,355",425.0,394.0,314.0,538.0,494.0,975,570.0,498.0,454.0,323.0,335.0,280.0,253.0
3700,남,41,13.0,18.0,"1,693","1,435",747.0,72.6,391.0,406.0,"1,004",900,831,834,834,933,"1,452",420.0,409.0,315.0,561.0,494.0,"1,024",577.0,564.0,527.0,362.0,395.0,335.0,272.0
3701,남,45,24.0,21.0,"1,624","1,393",732.0,59.5,365.0,372.0,865,842,798,803,810,879,"1,402",405.0,408.0,290.0,520.0,424.0,962,545.0,525.0,482.0,321.0,348.0,305.0,264.0
3702,남,42,20.0,12.0,"1,734","1,488",795.0,87.9,404.0,410.0,"1,135","1,135",968,983,983,"1,016","1,512",436.0,451.0,348.0,606.0,540.0,"1,096",576.0,564.0,526.0,380.0,411.0,326.0,275.0
3703,남,45,23.0,16.0,"1,729","1,488",770.0,74.5,379.0,401.0,985,930,896,887,866,927,"1,511",423.0,431.0,335.0,583.0,473.0,"1,038",583.0,565.0,528.0,356.0,378.0,322.0,272.0
3707,남,20,27.0,16.0,"1,783","1,506",796.0,73.8,373.0,391.0,"1,025",920,803,831,835,952,"1,531",467.0,470.0,340.0,604.0,496.0,"1,103",592.0,584.0,564.0,357.0,384.0,336.0,256.0
3709,남,24,26.0,28.0,"1,730","1,488",813.0,61.1,384.0,400.0,975,856,726,734,756,890,"1,504",450.0,436.0,333.0,580.0,498.0,"1,063",551.0,515.0,485.0,328.0,355.0,332.0,255.0
3711,남,48,19.0,17.0,"1,719","1,474",785.0,77.0,411.0,415.0,"1,007",956,925,926,925,964,"1,490",420.0,432.0,327.0,588.0,503.0,"1,052",596.0,562.0,522.0,384.0,379.0,300.0,277.0
3712,남,37,7.0,17.0,"1,733","1,472",749.0,94.8,422.0,465.0,"1,098","1,135","1,097","1,105","1,082","1,000","1,485",392.0,419.0,323.0,572.0,465.0,"1,008",573.0,588.0,545.0,384.0,389.0,320.0,264.0
3714,남,38,14.0,12.0,"1,624","1,368",744.0,55.1,370.0,382.0,902,848,714,725,720,878,"1,382",401.0,412.0,310.0,546.0,470.0,973,547.0,502.0,464.0,335.0,350.0,290.0,246.0
3717,남,20,26.0,28.0,"1,756","1,482",817.0,58.3,371.0,431.0,881,803,720,748,786,880,"1,492",447.0,463.0,325.0,569.0,499.0,"1,076",564.0,494.0,470.0,340.0,344.0,280.0,267.0
3720,남,34,13.0,15.0,"1,678","1,446",713.0,92.1,443.0,440.0,"1,030","1,017","1,005","1,005",992,"1,065","1,478",424.0,442.0,323.0,555.0,458.0,"1,000",605.0,665.0,619.0,379.0,415.0,382.0,282.0
3721,남,48,13.0,12.0,"1,633","1,398",704.0,68.2,365.0,380.0,960,924,886,875,869,915,"1,414",408.0,420.0,303.0,534.0,468.0,988,552.0,548.0,517.0,347.0,364.0,300.0,254.0
3722,남,33,18.0,8.0,"1,770","1,518",795.0,83.3,419.0,435.0,"1,050","1,024",945,947,956,971,"1,546",434.0,454.0,334.0,586.0,520.0,"1,072",602.0,580.0,542.0,351.0,352.0,352.0,266.0
3723,남,28,10.0,0.0,"1,671","1,452",746.0,99.0,421.0,431.0,"1,185","1,165","1,135","1,120","1,091","1,021","1,472",420.0,442.0,315.0,556.0,470.0,"1,005",590.0,635.0,590.0,393.0,433.0,382.0,275.0
3724,남,37,20.0,14.0,"1,758","1,469",792.0,60.8,345.0,386.0,900,851,724,731,740,890,"1,482",416.0,434.0,317.0,560.0,483.0,"1,053",535.0,508.0,475.0,342.0,340.0,308.0,251.0
3725,남,24,24.0,25.0,"1,861","1,594",830.0,95.4,418.0,470.0,"1,090","1,028",940,955,962,"1,047","1,611",492.0,498.0,336.0,610.0,524.0,"1,123",585.0,636.0,592.0,390.0,413.0,380.0,287.0
3726,남,36,16.0,16.0,"1,753","1,511",791.0,75.4,388.0,414.0,951,921,856,872,854,949,"1,550",434.0,449.0,320.0,550.0,468.0,"1,050",578.0,580.0,542.0,373.0,389.0,339.0,292.0
3727,남,27,14.0,10.0,"1,703","1,467",765.0,73.4,381.0,404.0,995,930,852,865,863,944,"1,472",458.0,450.0,313.0,553.0,444.0,"1,034",564.0,586.0,550.0,360.0,377.0,310.0,264.0
3728,남,45,18.0,18.0,"1,682","1,448",783.0,75.9,397.0,405.0,985,982,916,928,919,"1,005","1,483",410.0,403.0,323.0,554.0,474.0,"1,052",581.0,590.0,515.0,355.0,389.0,319.0,267.0
3729,남,36,15.0,20.0,"1,689","1,442",747.0,82.4,410.0,460.0,"1,036","1,037",951,952,946,974,"1,462",430.0,455.0,315.0,565.0,478.0,"1,000",590.0,571.0,534.0,368.0,373.0,383.0,283.0
3730,남,38,16.0,21.0,"1,790","1,545",810.0,90.4,411.0,453.0,"1,040","1,020",970,"1,006","1,021","1,023","1,578",425.0,434.0,350.0,602.0,507.0,"1,092",587.0,608.0,575.0,378.0,418.0,355.0,303.0
3731,남,43,12.0,16.0,"1,743","1,503",786.0,88.0,401.0,455.0,"1,075","1,088",990,"1,011",995,"1,015","1,532",410.0,423.0,326.0,583.0,463.0,"1,072",570.0,601.0,566.0,380.0,406.0,342.0,288.0
3733,남,23,26.0,29.0,"1,747","1,500",787.0,81.8,411.0,470.0,"1,042",998,874,883,895,965,"1,523",470.0,484.0,343.0,610.0,508.0,"1,038",570.0,602.0,552.0,366.0,406.0,343.0,285.0
3734,남,23,20.0,20.0,"1,831","1,579",841.0,91.9,404.0,420.0,995,935,978,"1,005",991,"1,049","1,612",455.0,466.0,336.0,604.0,528.0,"1,132",575.0,645.0,583.0,375.0,400.0,363.0,289.0
3735,남,26,28.0,20.0,"1,717","1,460",780.0,71.2,390.0,398.0,935,886,832,834,839,930,"1,472",442.0,445.0,325.0,540.0,479.0,"1,023",581.0,542.0,487.0,361.0,376.0,332.0,279.0
3741,남,20,18.0,10.0,"1,735","1,497",817.0,58.1,340.0,350.0,876,802,713,756,763,896,"1,502",430.0,411.0,330.0,586.0,486.0,"1,060",550.0,512.0,460.0,341.0,320.0,263.0,234.0
3745,남,36,27.0,22.0,"1,719","1,478",753.0,83.4,421.0,429.0,"1,050","1,026",996,964,984,985,"1,487",441.0,454.0,330.0,567.0,475.0,"1,043",597.0,564.0,532.0,374.0,384.0,360.0,279.0
3746,남,41,22.0,22.0,"1,698","1,433",740.0,72.6,396.0,425.0,981,915,850,873,876,952,"1,454",416.0,446.0,315.0,562.0,467.0,"1,015",572.0,564.0,519.0,350.0,357.0,330.0,266.0
3747,남,46,20.0,22.0,"1,615","1,374",705.0,72.2,392.0,405.0,"1,004",977,896,900,900,945,"1,400",426.0,438.0,300.0,522.0,462.0,952,569.0,605.0,573.0,343.0,386.0,341.0,257.0
3748,남,42,26.0,21.0,"1,758","1,484",780.0,88.8,461.0,485.0,"1,085","1,000",992,973,951,"1,011","1,521",462.0,452.0,339.0,574.0,498.0,"1,072",592.0,620.0,552.0,379.0,418.0,340.0,282.0
3749,남,25,17.0,16.0,"1,686","1,436",792.0,57.2,351.0,365.0,897,840,714,735,740,865,"1,448",412.0,440.0,326.0,555.0,473.0,"1,026",591.0,500.0,444.0,324.0,334.0,275.0,244.0
3750,남,42,24.0,20.0,"1,737","1,470",753.0,82.7,424.0,430.0,"1,025",975,950,964,950,"1,008","1,513",410.0,432.0,323.0,560.0,498.0,"1,021",555.0,614.0,549.0,368.0,393.0,365.0,290.0
3751,남,47,16.0,16.0,"1,771","1,519",765.0,103.2,440.0,456.0,"1,131","1,142","1,031","1,045","1,042","1,097","1,532",460.0,439.0,332.0,570.0,515.0,"1,070",598.0,660.0,614.0,381.0,431.0,392.0,302.0
3752,남,49,20.0,20.0,"1,745","1,489",749.0,69.5,375.0,414.0,900,863,818,847,847,941,"1,501",393.0,388.0,320.0,560.0,473.0,"1,013",596.0,552.0,496.0,349.0,362.0,295.0,261.0
3753,남,48,20.0,17.0,"1,656","1,408",743.0,65.1,401.0,405.0,931,884,772,772,782,905,"1,421",397.0,412.0,290.0,513.0,400.0,982,572.0,540.0,505.0,323.0,365.0,292.0,254.0
3755,남,44,10.0,10.0,"1,658","1,404",766.0,52.1,355.0,360.0,818,792,676,700,741,821,"1,411",351.0,355.0,321.0,561.0,488.0,"1,005",530.0,455.0,441.0,337.0,345.0,246.0,234.0
3758,남,31,22.0,27.0,"1,825","1,555",798.0,78.5,377.0,408.0,997,921,870,872,874,"1,020","1,572",455.0,457.0,350.0,597.0,515.0,"1,103",590.0,599.0,553.0,390.0,396.0,313.0,298.0
3760,남,36,16.0,12.0,"1,648","1,401",713.0,83.1,401.0,442.0,"1,015","1,000",960,962,975,"1,031","1,413",423.0,449.0,290.0,515.0,419.0,968,573.0,613.0,564.0,368.0,412.0,359.0,268.0
3761,남,43,20.0,10.0,"1,719","1,475",808.0,76.4,384.0,401.0,"1,026",980,841,860,870,970,"1,502",395.0,419.0,330.0,569.0,509.0,"1,047",559.0,581.0,536.0,350.0,373.0,372.0,262.0
3763,남,48,29.0,24.0,"1,658","1,415",725.0,75.8,425.0,448.0,"1,018",972,913,914,970,972,"1,432",432.0,428.0,307.0,542.0,484.0,990,592.0,584.0,548.0,346.0,362.0,370.0,293.0
3765,남,40,22.0,19.0,"1,699","1,455",767.0,76.4,401.0,440.0,"1,012",941,892,900,864,965,"1,472",458.0,434.0,357.0,595.0,524.0,"1,042",570.0,585.0,513.0,368.0,409.0,321.0,272.0
3766,남,44,20.0,18.0,"1,700","1,437",770.0,74.9,391.0,402.0,"1,124","1,027",815,851,858,932,"1,473",472.0,439.0,327.0,555.0,513.0,"1,015",573.0,565.0,527.0,359.0,373.0,362.0,289.0
3768,남,48,10.0,15.0,"1,696","1,434",745.0,69.7,370.0,398.0,934,910,838,842,850,945,"1,463",392.0,398.0,316.0,554.0,462.0,"1,006",560.0,579.0,511.0,364.0,370.0,321.0,272.0
3770,남,39,19.0,14.0,"1,637","1,401",705.0,71.2,420.0,438.0,989,941,891,902,910,948,"1,422",400.0,398.0,310.0,545.0,473.0,982,581.0,542.0,500.0,362.0,356.0,325.0,261.0
3772,남,43,19.0,16.0,"1,711","1,468",780.0,59.5,364.0,360.0,891,825,745,774,781,879,"1,485",415.0,397.0,325.0,573.0,460.0,"1,043",546.0,505.0,468.0,338.0,348.0,284.0,283.0
3773,남,20,16.0,16.0,"1,827","1,573",819.0,97.1,409.0,431.0,"1,041",995,991,"1,051","1,024","1,058","1,595",445.0,445.0,360.0,621.0,514.0,"1,126",592.0,657.0,605.0,416.0,441.0,359.0,294.0
3774,남,20,20.0,17.0,"1,665","1,431",776.0,57.1,381.0,399.0,910,860,758,769,770,865,"1,443",399.0,389.0,300.0,531.0,475.0,"1,043",556.0,504.0,468.0,337.0,334.0,301.0,264.0
3775,남,20,17.0,19.0,"1,827","1,549",800.0,74.1,389.0,390.0,895,865,760,785,824,985,"1,571",385.0,382.0,350.0,614.0,543.0,"1,103",581.0,600.0,552.0,383.0,400.0,310.0,272.0
3776,남,20,27.0,23.0,"1,696","1,448",790.0,60.4,361.0,385.0,924,869,769,786,800,920,"1,448",423.0,415.0,320.0,563.0,483.0,"1,053",557.0,534.0,477.0,345.0,332.0,280.0,270.0
3777,남,38,13.0,18.0,"1,633","1,399",746.0,64.8,375.0,405.0,911,847,810,814,826,904,"1,420",370.0,394.0,305.0,535.0,453.0,"1,013",554.0,545.0,502.0,348.0,388.0,301.0,258.0
3778,남,44,19.0,19.0,"1,738","1,503",780.0,78.0,394.0,415.0,"1,014",979,954,958,940,961,"1,513",423.0,422.0,325.0,580.0,480.0,"1,051",551.0,578.0,511.0,358.0,336.0,328.0,294.0
3779,남,45,12.0,14.0,"1,709","1,472",759.0,76.6,418.0,430.0,965,905,910,913,896,977,"1,483",414.0,422.0,305.0,538.0,480.0,"1,035",572.0,570.0,545.0,358.0,380.0,326.0,275.0
3782,남,44,28.0,22.0,"1,631","1,402",764.0,56.6,400.0,409.0,899,850,744,734,737,884,"1,422",370.0,382.0,310.0,541.0,465.0,"1,003",548.0,534.0,445.0,316.0,330.0,300.0,260.0
