,02 성별,06_나이_반올림,001_오른쪽어깨경사각,002_왼쪽어깨경사각,003_키,005_목뒤높이,017_샅높이,031_몸무게,037_목둘레,038_목밑둘레,039_가슴둘레,040_젖가슴둘레,042_허리둘레,043_배꼽수준허리둘레,044_배둘레,045_엉덩이둘레,052_총길이,054_어깨사이길이,055_어깨가쪽사이길이,063_위팔길이,064_팔길이,065_팔안쪽길이,069_다리가쪽길이,111_머리둘레,121_넙다리둘레,122_넙다리중간둘레,123_무릎둘레,125_장딴지둘레,130_위팔둘레,131_팔꿈치둘레
2732,남,28,20.0,17.0,"1,623","1,372",728.0,57.3,345.0,394.0,860,854,752,759,761,870,"1,387",390.0,372.0,330.0,569.0,484.0,979,556.0,535.0,479.0,340.0,356.0,323.0,274.0
2733,남,20,25.0,25.0,"1,661","1,421",752.0,57.1,345.0,391.0,860,811,673,690,700,910,"1,434",423.0,397.0,321.0,565.0,478.0,"1,014",532.0,528.0,499.0,363.0,350.0,288.0,268.0
2734,남,20,20.0,22.0,"1,715","1,465",778.0,68.8,364.0,406.0,930,896,742,765,790,975,"1,484",430.0,412.0,345.0,603.0,505.0,"1,043",568.0,598.0,520.0,367.0,372.0,327.0,300.0
2735,남,28,15.0,16.0,"1,676","1,435",765.0,63.8,360.0,420.0,940,915,778,806,805,915,"1,459",405.0,382.0,325.0,565.0,475.0,"1,023",569.0,543.0,512.0,349.0,361.0,275.0,268.0
2736,남,20,20.0,20.0,"1,858","1,590",871.0,76.6,373.0,450.0,"1,010",938,832,847,857,980,"1,608",453.0,445.0,365.0,634.0,550.0,"1,127",570.0,587.0,538.0,387.0,374.0,298.0,292.0
2737,남,21,23.0,20.0,"1,729","1,485",782.0,64.9,358.0,405.0,895,855,743,763,763,920,"1,504",458.0,440.0,350.0,592.0,506.0,"1,028",569.0,537.0,506.0,369.0,368.0,292.0,276.0
2738,남,41,11.0,13.0,"1,718","1,469",756.0,88.2,407.0,445.0,"1,120","1,090","1,027","1,021","1,025","1,040","1,489",423.0,425.0,343.0,591.0,488.0,"1,044",569.0,633.0,545.0,381.0,404.0,358.0,309.0
2739,남,23,20.0,16.0,"1,755","1,494",816.0,65.6,350.0,408.0,885,842,756,776,800,932,"1,514",440.0,428.0,350.0,616.0,510.0,"1,075",568.0,563.0,515.0,361.0,356.0,302.0,278.0
2740,남,22,13.0,18.0,"1,746","1,495",775.0,66.6,353.0,405.0,905,861,751,776,784,943,"1,498",440.0,425.0,350.0,605.0,512.0,"1,074",580.0,567.0,517.0,384.0,361.0,269.0,281.0
2741,남,35,25.0,22.0,"1,742","1,494",773.0,75.3,383.0,430.0,990,950,825,836,838,940,"1,515",460.0,458.0,344.0,593.0,478.0,"1,027",571.0,577.0,528.0,389.0,396.0,387.0,308.0
2742,남,21,20.0,27.0,"1,776","1,512",826.0,69.0,370.0,425.0,920,890,750,760,765,957,"1,523",440.0,422.0,340.0,600.0,500.0,"1,087",555.0,577.0,523.0,371.0,405.0,302.0,299.0
2743,남,25,23.0,20.0,"1,805","1,544",804.0,89.1,394.0,462.0,"1,008",978,890,920,930,"1,036","1,566",485.0,464.0,365.0,630.0,532.0,"1,095",588.0,640.0,594.0,415.0,427.0,344.0,315.0
2744,남,23,13.0,13.0,"1,789","1,522",800.0,76.0,370.0,428.0,957,902,857,891,900,"1,000","1,546",426.0,410.0,350.0,605.0,502.0,"1,084",572.0,601.0,539.0,385.0,389.0,308.0,278.0
2745,남,22,20.0,25.0,"1,711","1,468",788.0,72.8,380.0,437.0,950,955,861,900,906,965,"1,494",463.0,441.0,350.0,611.0,495.0,"1,048",576.0,598.0,532.0,366.0,384.0,295.0,278.0
2746,남,21,25.0,25.0,"1,758","1,502",809.0,72.5,372.0,436.0,962,920,851,874,885,975,"1,526",460.0,437.0,350.0,610.0,518.0,"1,074",583.0,580.0,533.0,382.0,394.0,295.0,298.0
2747,남,41,20.0,18.0,"1,740","1,493",802.0,60.3,348.0,418.0,897,842,741,762,765,872,"1,503",440.0,436.0,345.0,587.0,512.0,"1,037",556.0,525.0,489.0,348.0,365.0,264.0,261.0
2748,남,41,15.0,15.0,"1,773","1,516",802.0,85.1,397.0,458.0,"1,030","1,013",862,880,884,"1,003","1,533",435.0,436.0,354.0,604.0,513.0,"1,078",568.0,606.0,544.0,396.0,410.0,345.0,310.0
2749,남,36,13.0,13.0,"1,684","1,429",753.0,75.9,380.0,415.0,"1,011",983,800,819,825,"1,002","1,449",416.0,401.0,330.0,580.0,482.0,"1,004",563.0,605.0,527.0,382.0,411.0,357.0,300.0
2750,남,39,18.0,15.0,"1,723","1,472",766.0,79.2,389.0,448.0,"1,016",990,890,890,892,993,"1,487",434.0,428.0,359.0,610.0,503.0,"1,039",571.0,597.0,550.0,373.0,399.0,345.0,295.0
2751,남,38,18.0,19.0,"1,754","1,502",803.0,87.3,394.0,443.0,"1,080","1,055",970,977,974,"1,010","1,539",423.0,430.0,346.0,592.0,490.0,"1,063",572.0,635.0,572.0,388.0,405.0,322.0,288.0
2752,남,28,20.0,20.0,"1,735","1,480",787.0,78.7,378.0,438.0,960,925,893,914,915,"1,035","1,500",435.0,418.0,368.0,622.0,528.0,"1,058",585.0,641.0,563.0,383.0,409.0,310.0,281.0
2754,남,25,25.0,26.0,"1,710","1,468",781.0,69.0,383.0,442.0,920,910,829,835,832,955,"1,476",419.0,410.0,350.0,600.0,495.0,"1,040",560.0,565.0,507.0,377.0,378.0,320.0,298.0
2755,남,34,17.0,21.0,"1,679","1,438",801.0,65.1,377.0,417.0,900,900,821,845,850,950,"1,459",403.0,380.0,338.0,598.0,508.0,"1,049",538.0,562.0,498.0,355.0,372.0,292.0,274.0
2757,남,39,14.0,17.0,"1,755","1,498",799.0,89.2,403.0,458.0,"1,040","1,066",940,958,968,"1,011","1,520",457.0,451.0,350.0,618.0,500.0,"1,070",598.0,614.0,576.0,409.0,433.0,330.0,310.0
2758,남,33,24.0,20.0,"1,715","1,470",778.0,85.6,397.0,462.0,"1,020","1,001",940,960,964,"1,020","1,502",438.0,436.0,350.0,605.0,500.0,"1,038",569.0,638.0,585.0,416.0,428.0,366.0,305.0
2759,남,30,17.0,17.0,"1,700","1,425",764.0,67.6,358.0,417.0,960,930,855,868,862,942,"1,445",423.0,420.0,340.0,585.0,500.0,"1,028",571.0,553.0,502.0,365.0,362.0,298.0,274.0
2760,남,33,20.0,19.0,"1,785","1,509",816.0,79.5,387.0,438.0,"1,022",998,870,886,890,980,"1,533",460.0,454.0,359.0,612.0,525.0,"1,070",565.0,582.0,529.0,386.0,391.0,322.0,319.0
2761,남,30,21.0,20.0,"1,745","1,494",746.0,93.7,410.0,478.0,"1,061","1,021",978,"1,010","1,015","1,070","1,520",436.0,450.0,365.0,616.0,504.0,"1,049",589.0,667.0,605.0,411.0,420.0,381.0,338.0
2762,남,39,15.0,19.0,"1,769","1,524",802.0,63.9,355.0,415.0,860,840,801,801,808,916,"1,540",413.0,406.0,345.0,594.0,484.0,"1,044",550.0,530.0,490.0,353.0,341.0,286.0,281.0
2763,남,25,20.0,14.0,"1,800","1,527",800.0,79.8,370.0,433.0,970,958,823,865,865,"1,015","1,546",445.0,440.0,350.0,615.0,511.0,"1,073",573.0,605.0,545.0,390.0,395.0,314.0,290.0
2764,남,35,18.0,23.0,"1,766","1,523",808.0,74.1,390.0,445.0,976,960,861,881,884,963,"1,540",451.0,447.0,362.0,620.0,524.0,"1,074",549.0,571.0,510.0,358.0,376.0,303.0,277.0
2765,남,30,19.0,16.0,"1,795","1,548",827.0,67.7,350.0,400.0,917,883,742,770,773,922,"1,560",445.0,438.0,363.0,625.0,538.0,"1,084",539.0,552.0,503.0,380.0,366.0,296.0,279.0
2766,남,28,17.0,17.0,"1,798","1,550",825.0,85.9,385.0,447.0,"1,035","1,010",885,912,920,"1,038","1,573",456.0,437.0,353.0,620.0,520.0,"1,093",563.0,630.0,575.0,404.0,401.0,368.0,303.0
2767,남,36,18.0,20.0,"1,785","1,527",796.0,68.2,375.0,425.0,946,915,755,767,771,936,"1,544",438.0,435.0,337.0,585.0,500.0,"1,064",575.0,544.0,502.0,379.0,362.0,306.0,281.0
2768,남,28,29.0,31.0,"1,700","1,454",750.0,73.7,364.0,423.0,955,932,862,870,871,985,"1,480",477.0,455.0,330.0,590.0,504.0,"1,013",559.0,605.0,540.0,371.0,397.0,323.0,293.0
2769,남,21,23.0,25.0,"1,720","1,449",770.0,67.4,370.0,447.0,952,915,775,801,806,946,"1,464",445.0,433.0,343.0,591.0,500.0,"1,040",577.0,558.0,515.0,372.0,355.0,332.0,287.0
2770,남,35,21.0,15.0,"1,750","1,496",779.0,76.6,383.0,446.0,"1,020",990,878,898,890,990,"1,510",431.0,430.0,345.0,600.0,490.0,"1,078",564.0,585.0,506.0,375.0,383.0,324.0,290.0
2771,남,28,14.0,15.0,"1,704","1,437",761.0,65.4,354.0,408.0,900,855,748,763,762,953,"1,437",436.0,413.0,330.0,571.0,485.0,"1,020",556.0,577.0,533.0,369.0,379.0,300.0,300.0
2772,남,25,25.0,21.0,"1,660","1,421",771.0,56.3,354.0,412.0,883,820,735,750,750,907,"1,442",442.0,429.0,335.0,589.0,505.0,"1,024",545.0,522.0,460.0,349.0,340.0,270.0,278.0
2773,남,35,17.0,15.0,"1,770","1,518",790.0,84.6,410.0,465.0,"1,025",997,890,907,907,"1,035","1,543",410.0,410.0,345.0,611.0,505.0,"1,100",571.0,628.0,548.0,390.0,402.0,362.0,307.0
2774,남,35,20.0,15.0,"1,771","1,539",835.0,80.1,382.0,437.0,978,955,896,923,930,"1,023","1,574",460.0,422.0,370.0,640.0,538.0,"1,110",552.0,610.0,544.0,395.0,403.0,324.0,297.0
2775,남,29,16.0,20.0,"1,734","1,476",774.0,85.2,365.0,426.0,"1,035","1,026",864,887,906,"1,041","1,499",438.0,415.0,340.0,600.0,505.0,"1,070",564.0,651.0,600.0,399.0,428.0,354.0,308.0
2776,남,39,18.0,16.0,"1,677","1,427",763.0,65.7,366.0,417.0,993,930,820,830,833,926,"1,444",422.0,407.0,323.0,560.0,484.0,"1,021",553.0,543.0,491.0,350.0,354.0,304.0,298.0
2777,남,26,18.0,20.0,"1,764","1,519",766.0,102.9,405.0,457.0,"1,130","1,112","1,037","1,065","1,064","1,126","1,544",451.0,455.0,340.0,596.0,475.0,"1,070",589.0,713.0,649.0,400.0,447.0,401.0,319.0
2778,남,48,20.0,15.0,"1,709","1,464",746.0,66.7,415.0,467.0,"1,037","1,033",973,972,970,995,"1,476",453.0,446.0,323.0,560.0,445.0,"1,004",568.0,596.0,521.0,387.0,396.0,321.0,303.0
2779,남,32,21.0,23.0,"1,749","1,488",767.0,82.5,355.0,422.0,930,900,761,783,783,920,"1,504",455.0,440.0,350.0,600.0,505.0,"1,032",564.0,550.0,504.0,361.0,360.0,305.0,288.0
2780,남,30,21.0,20.0,"1,685","1,436",758.0,68.0,368.0,422.0,945,903,819,833,825,955,"1,454",425.0,415.0,315.0,555.0,479.0,"1,015",577.0,581.0,530.0,388.0,369.0,313.0,291.0
2781,남,32,21.0,21.0,"1,650","1,400",734.0,70.3,390.0,442.0,978,945,850,852,852,970,"1,420",416.0,410.0,310.0,548.0,457.0,994,569.0,577.0,517.0,358.0,380.0,303.0,259.0
2782,남,37,14.0,14.0,"1,795","1,522",815.0,91.9,394.0,440.0,"1,094","1,050",880,920,922,"1,032","1,544",407.0,417.0,362.0,617.0,535.0,"1,100",602.0,628.0,578.0,412.0,419.0,380.0,303.0
2783,남,30,17.0,12.0,"1,880","1,613",844.0,100.3,395.0,442.0,"1,010","1,011",973,"1,048","1,048","1,120","1,644",452.0,445.0,365.0,625.0,526.0,"1,158",585.0,685.0,615.0,416.0,437.0,335.0,311.0
2784,남,31,18.0,15.0,"1,625","1,379",711.0,67.2,375.0,425.0,960,920,832,849,845,940,"1,395",426.0,417.0,325.0,560.0,485.0,973,590.0,563.0,508.0,360.0,365.0,295.0,281.0
2785,남,35,23.0,25.0,"1,653","1,412",724.0,74.9,425.0,483.0,"1,045","1,035",910,900,900,960,"1,430",463.0,447.0,323.0,565.0,454.0,995,566.0,590.0,539.0,354.0,393.0,327.0,283.0
2786,남,34,20.0,20.0,"1,680","1,440",740.0,79.1,384.0,441.0,"1,010","1,010",937,951,956,990,"1,464",425.0,412.0,330.0,570.0,465.0,"1,006",558.0,595.0,555.0,399.0,429.0,334.0,285.0
2787,남,20,24.0,21.0,"1,665","1,409",742.0,66.3,362.0,405.0,895,880,735,745,774,944,"1,427",413.0,410.0,322.0,565.0,482.0,"1,008",571.0,572.0,553.0,370.0,393.0,293.0,271.0
2788,남,20,16.0,18.0,"1,732","1,475",774.0,71.5,375.0,432.0,976,928,831,860,865,"1,000","1,490",437.0,417.0,358.0,620.0,526.0,"1,057",591.0,602.0,547.0,390.0,378.0,290.0,268.0
2789,남,25,13.0,15.0,"1,718","1,460",808.0,61.7,360.0,420.0,938,895,745,751,756,905,"1,469",394.0,394.0,360.0,605.0,493.0,"1,046",582.0,516.0,480.0,359.0,359.0,295.0,271.0
2790,남,22,22.0,21.0,"1,746","1,485",807.0,66.3,367.0,430.0,969,921,731,727,731,937,"1,500",447.0,427.0,364.0,608.0,510.0,"1,052",543.0,549.0,518.0,358.0,364.0,314.0,289.0
2791,남,20,14.0,14.0,"1,806","1,544",821.0,86.0,368.0,413.0,"1,020","1,003",908,979,980,"1,020","1,555",435.0,430.0,350.0,613.0,510.0,"1,111",575.0,601.0,557.0,399.0,414.0,312.0,296.0
2792,남,20,16.0,18.0,"1,716","1,474",795.0,75.8,385.0,455.0,"1,022","1,030",915,930,930,926,"1,502",447.0,426.0,359.0,620.0,527.0,"1,060",582.0,555.0,512.0,348.0,363.0,325.0,283.0
2793,남,20,16.0,16.0,"1,714","1,448",782.0,64.4,374.0,423.0,916,880,720,736,742,930,"1,461",440.0,425.0,340.0,605.0,498.0,"1,040",578.0,545.0,497.0,372.0,367.0,276.0,275.0
2794,남,20,10.0,10.0,"1,792","1,538",797.0,80.3,379.0,439.0,980,953,895,950,952,"1,010","1,549",443.0,419.0,375.0,635.0,505.0,"1,100",566.0,610.0,541.0,400.0,401.0,298.0,278.0
2795,남,20,20.0,20.0,"1,834","1,575",861.0,78.5,390.0,463.0,954,911,791,828,837,"1,011","1,613",400.0,405.0,372.0,640.0,540.0,"1,163",576.0,603.0,554.0,403.0,385.0,282.0,284.0
2796,남,20,19.0,21.0,"1,751","1,505",822.0,65.4,360.0,426.0,904,865,795,825,830,910,"1,526",422.0,408.0,350.0,605.0,510.0,"1,085",549.0,539.0,502.0,365.0,360.0,287.0,266.0
2797,남,20,15.0,16.0,"1,680","1,443",775.0,78.9,375.0,413.0,"1,030","1,020",880,945,952,"1,035","1,466",410.0,412.0,340.0,588.0,490.0,"1,050",568.0,646.0,581.0,373.0,372.0,307.0,280.0
2799,남,20,21.0,25.0,"1,779","1,505",840.0,54.2,340.0,406.0,866,833,673,695,714,857,"1,515",427.0,422.0,355.0,605.0,530.0,"1,076",568.0,461.0,432.0,342.0,324.0,242.0,261.0
2800,남,20,25.0,25.0,"1,788","1,504",821.0,60.3,344.0,408.0,858,825,718,720,730,870,"1,510",437.0,433.0,340.0,585.0,513.0,"1,060",569.0,501.0,459.0,353.0,372.0,280.0,267.0
2801,남,20,26.0,23.0,"1,736","1,490",809.0,69.5,386.0,447.0,970,902,785,792,795,950,"1,493",478.0,463.0,354.0,600.0,497.0,"1,062",569.0,554.0,505.0,359.0,369.0,305.0,284.0
2802,남,20,16.0,21.0,"1,740","1,478",831.0,60.4,343.0,402.0,885,820,766,786,790,902,"1,502",400.0,392.0,361.0,618.0,517.0,"1,068",574.0,528.0,472.0,369.0,335.0,274.0,274.0
2803,남,20,13.0,10.0,"1,735","1,475",771.0,56.2,340.0,403.0,855,805,683,695,700,885,"1,483",410.0,405.0,326.0,575.0,492.0,"1,018",556.0,475.0,455.0,356.0,348.0,247.0,257.0
2804,남,20,20.0,16.0,"1,741","1,489",812.0,49.3,344.0,424.0,854,807,641,655,665,815,"1,502",442.0,428.0,355.0,597.0,528.0,"1,050",568.0,437.0,410.0,334.0,317.0,235.0,254.0
2805,남,20,23.0,17.0,"1,740","1,485",789.0,68.7,365.0,428.0,958,924,780,835,855,950,"1,498",414.0,401.0,343.0,610.0,500.0,"1,050",564.0,572.0,523.0,364.0,359.0,295.0,273.0
2808,남,20,17.0,17.0,"1,720","1,477",804.0,65.1,355.0,423.0,915,870,800,805,808,920,"1,494",473.0,464.0,355.0,620.0,521.0,"1,063",542.0,568.0,516.0,379.0,363.0,285.0,275.0
2809,남,31,15.0,18.0,"1,820","1,576",883.0,90.2,393.0,448.0,"1,027","1,018",912,938,930,"1,032","1,590",450.0,447.0,370.0,655.0,510.0,"1,140",578.0,610.0,585.0,395.0,421.0,350.0,311.0
2810,남,24,22.0,23.0,"1,690","1,458",779.0,77.6,380.0,435.0,981,960,880,900,902,"1,015","1,481",420.0,414.0,340.0,585.0,490.0,"1,044",552.0,633.0,571.0,362.0,388.0,315.0,278.0
2811,남,24,12.0,15.0,"1,760","1,506",828.0,79.6,368.0,432.0,"1,005","1,002",821,846,852,"1,002","1,518",435.0,407.0,354.0,613.0,517.0,"1,091",579.0,595.0,562.0,387.0,402.0,345.0,300.0
2812,남,20,23.0,26.0,"1,711","1,468",778.0,80.8,408.0,463.0,990,955,880,955,960,"1,016","1,498",453.0,445.0,350.0,600.0,498.0,"1,052",585.0,626.0,562.0,397.0,424.0,303.0,278.0
2813,남,20,10.0,7.0,"1,695","1,438",777.0,60.9,360.0,408.0,900,842,732,770,775,885,"1,445",407.0,395.0,323.0,565.0,492.0,"1,028",554.0,557.0,507.0,352.0,352.0,291.0,271.0
2814,남,20,14.0,10.0,"1,730","1,475",818.0,59.5,340.0,403.0,900,843,691,723,737,910,"1,478",417.0,396.0,340.0,602.0,524.0,"1,058",548.0,509.0,485.0,364.0,340.0,274.0,278.0
2816,남,20,22.0,22.0,"1,726","1,460",752.0,69.1,360.0,420.0,907,891,810,840,838,972,"1,473",473.0,455.0,330.0,591.0,514.0,"1,056",578.0,578.0,533.0,387.0,381.0,315.0,275.0
2817,남,20,20.0,14.0,"1,695","1,450",791.0,50.2,325.0,392.0,840,790,635,642,640,833,"1,464",412.0,400.0,350.0,601.0,515.0,"1,033",549.0,454.0,423.0,328.0,328.0,247.0,255.0
2818,남,20,15.0,15.0,"1,810","1,552",836.0,68.5,360.0,438.0,900,860,770,792,800,985,"1,570",462.0,446.0,364.0,640.0,550.0,"1,114",568.0,560.0,510.0,362.0,373.0,280.0,286.0
2819,남,20,25.0,22.0,"1,734","1,475",790.0,63.8,350.0,405.0,945,900,717,732,745,920,"1,492",439.0,430.0,330.0,585.0,502.0,"1,050",560.0,531.0,484.0,361.0,375.0,288.0,260.0
2820,남,20,15.0,15.0,"1,720","1,465",787.0,82.1,388.0,450.0,980,990,910,955,957,"1,040","1,496",453.0,424.0,352.0,612.0,523.0,"1,058",576.0,647.0,583.0,393.0,414.0,321.0,298.0
2821,남,20,25.0,25.0,"1,706","1,464",804.0,59.2,380.0,427.0,875,840,701,710,735,910,"1,483",460.0,442.0,351.0,635.0,536.0,"1,034",554.0,503.0,474.0,354.0,364.0,277.0,289.0
2822,남,20,19.0,18.0,"1,739","1,487",800.0,67.2,352.0,410.0,980,955,830,851,858,930,"1,500",453.0,430.0,343.0,600.0,505.0,"1,058",570.0,557.0,511.0,361.0,353.0,287.0,270.0
2824,남,20,20.0,18.0,"1,716","1,456",730.0,85.7,400.0,458.0,"1,030","1,015",916,936,941,"1,071","1,476",453.0,444.0,350.0,590.0,488.0,"1,015",587.0,647.0,547.0,395.0,395.0,315.0,289.0
2825,남,20,18.0,14.0,"1,758","1,499",818.0,71.3,365.0,427.0,952,907,805,832,832,985,"1,523",430.0,420.0,340.0,600.0,492.0,"1,080",562.0,615.0,557.0,365.0,375.0,302.0,289.0
2826,남,20,21.0,16.0,"1,674","1,438",747.0,64.1,360.0,410.0,935,925,785,815,820,945,"1,464",400.0,395.0,340.0,585.0,500.0,"1,023",570.0,570.0,487.0,370.0,360.0,268.0,267.0
2829,남,20,25.0,20.0,"1,759","1,487",778.0,71.4,383.0,446.0,885,865,767,798,810,960,"1,506",465.0,450.0,333.0,600.0,527.0,"1,050",593.0,561.0,543.0,394.0,402.0,267.0,292.0
2830,남,20,15.0,20.0,"1,718","1,469",797.0,65.8,357.0,417.0,905,874,795,830,832,942,"1,490",422.0,412.0,346.0,590.0,511.0,"1,042",571.0,568.0,530.0,370.0,379.0,287.0,271.0
2831,남,20,15.0,17.0,"1,825","1,554",802.0,93.7,385.0,443.0,"1,086","1,062",962,"1,005","1,008","1,034","1,564",456.0,435.0,354.0,615.0,537.0,"1,105",588.0,643.0,602.0,405.0,428.0,360.0,326.0
2832,남,20,20.0,20.0,"1,663","1,420",748.0,63.6,362.0,415.0,905,860,805,825,822,933,"1,438",444.0,431.0,340.0,580.0,500.0,"1,010",556.0,565.0,505.0,363.0,360.0,290.0,266.0
2833,남,20,15.0,14.0,"1,751","1,510",813.0,75.3,380.0,430.0,950,955,822,850,855,"1,002","1,533",465.0,440.0,380.0,640.0,535.0,"1,095",564.0,598.0,537.0,373.0,378.0,290.0,280.0
2834,남,20,22.0,20.0,"1,743","1,508",799.0,73.2,360.0,405.0,935,900,840,865,862,990,"1,533",408.0,392.0,345.0,604.0,510.0,"1,098",555.0,595.0,537.0,355.0,375.0,332.0,288.0
2835,남,20,15.0,12.0,"1,650","1,400",728.0,89.7,425.0,475.0,"1,110","1,100","1,057","1,062","1,076","1,045","1,420",414.0,412.0,350.0,587.0,493.0,"1,014",590.0,636.0,551.0,398.0,405.0,345.0,287.0
2836,남,20,20.0,16.0,"1,765","1,496",814.0,67.1,380.0,438.0,930,898,765,800,802,945,"1,509",448.0,432.0,355.0,610.0,517.0,"1,084",575.0,550.0,494.0,384.0,353.0,291.0,279.0
2837,남,20,23.0,23.0,"1,634","1,386",744.0,67.7,370.0,415.0,955,960,790,845,850,935,"1,409",430.0,410.0,333.0,575.0,475.0,"1,002",563.0,595.0,541.0,388.0,385.0,332.0,288.0
2839,남,20,15.0,17.0,"1,720","1,456",795.0,47.2,335.0,400.0,835,800,630,665,660,830,"1,483",397.0,380.0,335.0,584.0,505.0,"1,030",553.0,454.0,418.0,329.0,318.0,232.0,254.0
2841,남,23,12.0,17.0,"1,865","1,600",845.0,81.6,380.0,467.0,968,925,795,823,836,"1,020","1,611",484.0,468.0,360.0,615.0,535.0,"1,125",578.0,615.0,560.0,415.0,406.0,312.0,283.0
2842,남,21,20.0,20.0,"1,725","1,480",763.0,72.6,363.0,417.0,950,910,815,823,825,965,"1,504",480.0,458.0,347.0,596.0,503.0,"1,034",559.0,584.0,551.0,380.0,383.0,306.0,278.0
2843,남,22,16.0,19.0,"1,848","1,606",855.0,100.7,400.0,478.0,"1,120","1,077",927,966,975,"1,065","1,623",463.0,451.0,360.0,625.0,543.0,"1,143",584.0,658.0,617.0,415.0,449.0,363.0,335.0
2844,남,21,22.0,20.0,"1,701","1,449",771.0,58.2,353.0,420.0,893,854,725,740,742,873,"1,475",427.0,415.0,345.0,580.0,480.0,"1,007",568.0,519.0,472.0,362.0,351.0,283.0,278.0
2845,남,21,21.0,19.0,"1,828","1,572",838.0,78.6,372.0,428.0,952,930,767,777,780,992,"1,588",456.0,454.0,356.0,620.0,538.0,"1,102",583.0,609.0,561.0,395.0,401.0,320.0,307.0
2846,남,20,12.0,10.0,"1,718","1,475",803.0,74.2,360.0,418.0,980,960,835,845,849,961,"1,501",418.0,399.0,355.0,600.0,498.0,"1,058",559.0,584.0,549.0,381.0,380.0,321.0,283.0
2849,남,20,24.0,25.0,"1,707","1,435",790.0,51.3,347.0,410.0,800,776,635,662,663,842,"1,448",407.0,404.0,343.0,590.0,515.0,"1,020",565.0,462.0,442.0,347.0,345.0,240.0,259.0
2850,남,20,16.0,16.0,"1,750","1,514",815.0,91.9,405.0,458.0,"1,070","1,065","1,033","1,070","1,076","1,086","1,535",432.0,432.0,374.0,631.0,518.0,"1,099",582.0,665.0,598.0,401.0,415.0,322.0,301.0
2852,남,20,25.0,24.0,"1,697","1,451",766.0,57.8,354.0,413.0,885,845,740,770,785,886,"1,464",431.0,420.0,356.0,600.0,498.0,"1,029",563.0,513.0,454.0,340.0,323.0,278.0,268.0
2853,남,20,23.0,25.0,"1,788","1,530",831.0,66.8,365.0,415.0,901,875,760,797,798,962,"1,553",423.0,400.0,350.0,600.0,523.0,"1,105",565.0,574.0,519.0,360.0,353.0,267.0,269.0
2854,남,20,16.0,13.0,"1,790","1,541",866.0,79.0,373.0,413.0,"1,005",992,837,865,884,"1,006","1,560",414.0,412.0,393.0,666.0,572.0,"1,114",583.0,589.0,538.0,394.0,383.0,315.0,307.0
2855,남,20,25.0,25.0,"1,683","1,440",757.0,78.7,387.0,442.0,"1,000",990,926,955,957,"1,026","1,460",486.0,472.0,350.0,595.0,503.0,"1,027",565.0,647.0,575.0,391.0,414.0,294.0,275.0
2857,남,20,15.0,15.0,"1,862","1,620",874.0,90.8,382.0,448.0,"1,005",995,880,920,930,"1,095","1,620",430.0,430.0,375.0,657.0,550.0,"1,170",591.0,635.0,579.0,408.0,409.0,340.0,301.0
2858,남,20,20.0,21.0,"1,706","1,469",796.0,62.6,345.0,400.0,870,825,722,765,775,920,"1,480",397.0,385.0,344.0,600.0,535.0,"1,057",550.0,546.0,500.0,373.0,353.0,313.0,281.0
2859,남,20,17.0,17.0,"1,689","1,440",731.0,98.2,425.0,486.0,"1,140","1,157","1,034","1,048","1,043","1,065","1,458",455.0,445.0,347.0,595.0,494.0,"1,042",586.0,674.0,620.0,391.0,434.0,370.0,346.0
2860,남,20,26.0,20.0,"1,693","1,451",750.0,67.7,372.0,413.0,905,866,805,835,840,945,"1,470",430.0,425.0,335.0,582.0,495.0,"1,010",552.0,580.0,530.0,366.0,376.0,290.0,274.0
2861,남,20,15.0,19.0,"1,661","1,416",738.0,71.6,370.0,430.0,"1,020",985,847,875,880,925,"1,429",440.0,425.0,332.0,580.0,495.0,"1,014",572.0,581.0,532.0,349.0,380.0,335.0,303.0
2863,남,20,19.0,24.0,"1,766","1,523",820.0,61.4,340.0,410.0,835,810,701,726,736,906,"1,534",423.0,418.0,350.0,615.0,535.0,"1,094",555.0,508.0,487.0,375.0,361.0,260.0,268.0
2864,남,20,19.0,19.0,"1,682","1,440",770.0,69.2,365.0,418.0,964,938,822,840,840,937,"1,460",452.0,429.0,351.0,615.0,527.0,"1,040",567.0,589.0,523.0,362.0,371.0,318.0,290.0
2865,남,20,15.0,16.0,"1,709","1,460",791.0,61.4,345.0,408.0,905,860,772,810,812,898,"1,475",408.0,405.0,353.0,614.0,534.0,"1,064",545.0,549.0,485.0,338.0,346.0,295.0,282.0
2866,남,20,20.0,19.0,"1,700","1,435",754.0,70.2,373.0,434.0,925,890,750,781,795,957,"1,450",438.0,430.0,344.0,585.0,488.0,"1,016",595.0,580.0,530.0,384.0,397.0,320.0,304.0
2867,남,20,15.0,15.0,"1,851","1,594",884.0,73.1,370.0,438.0,985,935,800,835,843,975,"1,604",457.0,450.0,385.0,670.0,577.0,"1,158",568.0,555.0,523.0,381.0,368.0,270.0,275.0
2868,남,20,24.0,23.0,"1,680","1,424",772.0,62.2,360.0,420.0,884,847,786,815,817,915,"1,438",413.0,405.0,332.0,574.0,490.0,"1,041",555.0,534.0,480.0,355.0,363.0,282.0,286.0
2869,남,20,19.0,19.0,"1,739","1,489",796.0,75.3,377.0,428.0,974,950,860,895,901,981,"1,504",448.0,435.0,334.0,603.0,525.0,"1,075",557.0,603.0,565.0,392.0,393.0,315.0,309.0
